Year,Number of institutions reporting,Total interest income,  Domestic office loans,  Lease financing receivables,  Balances due from depository institutions,  Securities,  Trading accounts,  Federal funds sold,Total interest expense,  Domestic office deposits,  Federal funds purchased,  Trading liabilities and other borrowed money,Net interest income,Total noninterest income,  Service charges on deposit accounts,  Trading account gains and fees,Total noninterest expense,  Salaries and employee benefits,  Premises and equipment expense,  Other noninterest expense,    Amortization expense and goodwill impairment losses,Securities gains (losses),Income (loss) before income taxes and extraordinary items,Applicable income taxes,"Extraordinary gains (losses), net",Net income (loss) attributable to bank,Cash dividends,Retained earnings,Net operating income,Number of unprofitable institutions,Number of institutions with year-over-year earnings gains
2014Q4,6509.00,119031.00,90282.00,1091.00,1275.00,16964.00,2571.00,696.00,11551.00,6052.00,502.00,3093.00,107480.00,60005.00,8595.00,4471.00,108505.00,47095.00,11392.00,48482.00,1536.00,862.00,51565.00,14938.00,9.00,36488.00,22960.00,13528.00,36019.00,645.00,3967.00
2015Q1,6419.00,117282.00,88649.00,1138.00,1407.00,16992.00,2554.00,772.00,11593.00,6053.00,469.00,3095.00,105689.00,62624.00,8199.00,7673.00,103501.00,49322.00,11165.00,41574.00,1441.00,1309.00,57757.00,17830.00,43.00,39816.00,22295.00,17521.00,39001.00,364.00,4020.00
2015Q2,6348.00,120063.00,90220.00,1107.00,1377.00,18260.00,2577.00,673.00,11789.00,6240.00,467.00,3229.00,108274.00,65207.00,8660.00,5516.00,104578.00,48469.00,11143.00,43274.00,1691.00,754.00,61501.00,18378.00,33.00,43011.00,29353.00,13659.00,42597.00,369.00,3734.00
2015Q3,6270.00,120284.00,91812.00,1205.00,1359.00,17137.00,2387.00,780.00,11545.00,6119.00,442.00,3164.00,108739.00,63294.00,8957.00,5322.00,105531.00,47843.00,11175.00,44436.00,2076.00,838.00,58836.00,18295.00,-28.00,40403.00,25783.00,14621.00,39972.00,325.00,3691.00
2015Q4,6182.00,123737.00,93881.00,1092.00,1500.00,18443.00,2352.00,723.00,12808.00,6591.00,345.00,4047.00,110929.00,62926.00,8863.00,4289.00,105473.00,48260.00,11702.00,44056.00,1454.00,852.00,57029.00,16307.00,-37.00,40606.00,27312.00,13294.00,40098.00,591.00,3492.00
2016Q1,6122.00,125246.00,95875.00,1202.00,2133.00,17251.00,2426.00,916.00,12946.00,6836.00,467.00,3781.00,112300.00,60425.00,8632.00,5655.00,104797.00,50308.00,11243.00,41934.00,1312.00,940.00,56314.00,17289.00,-9.00,38938.00,20730.00,18209.00,38358.00,313.00,3753.00
2016Q2,6058.00,126869.00,97265.00,1187.00,2186.00,17315.00,2511.00,920.00,13485.00,7191.00,467.00,3914.00,113384.00,66130.00,8792.00,7069.00,105159.00,49848.00,11189.00,42800.00,1322.00,1363.00,63956.00,20138.00,-196.00,43523.00,23287.00,20236.00,42869.00,281.00,3642.00
2016Q3,5980.00,132541.00,100021.00,1183.00,2236.00,20193.00,2515.00,968.00,13868.00,7492.00,401.00,4081.00,118673.00,64859.00,9294.00,6426.00,107010.00,50231.00,11302.00,44110.00,1368.00,867.00,65981.00,20308.00,-89.00,45517.00,30555.00,14963.00,45057.00,279.00,3633.00
2016Q4,5913.00,133688.00,102113.00,1252.00,2290.00,18711.00,2517.00,995.00,14354.00,7875.00,362.00,4249.00,119333.00,62845.00,9135.00,6016.00,108697.00,49917.00,11711.00,44924.00,2145.00,632.00,61650.00,18414.00,-28.00,43109.00,28624.00,14485.00,42793.00,509.00,3473.00
2017Q1,5856.00,136610.00,103199.00,1342.00,3118.00,19885.00,2395.00,1047.00,15529.00,8507.00,366.00,4570.00,121081.00,62484.00,8886.00,8043.00,109384.00,53633.00,11679.00,42736.00,1336.00,549.00,62690.00,18767.00,-3.00,43829.00,27319.00,16510.00,43546.00,254.00,3353.00
2017Q2,5787.00,140571.00,105830.00,1193.00,3974.00,20327.00,2416.00,1138.00,17191.00,9529.00,493.00,4880.00,123380.00,66705.00,9091.00,6991.00,108487.00,51852.00,11618.00,43723.00,1294.00,772.00,70367.00,22230.00,19.00,48068.00,28376.00,19692.00,47598.00,246.00,3667.00
2017Q3,5738.00,147383.00,111155.00,1244.00,4863.00,20440.00,2483.00,1327.00,19840.00,11404.00,645.00,5315.00,127543.00,64217.00,9164.00,6945.00,109330.00,51861.00,11835.00,44380.00,1253.00,825.00,69680.00,21843.00,119.00,47870.00,35924.00,11946.00,47271.00,230.00,3863.00
2017Q4,5670.00,150790.00,113858.00,1067.00,4994.00,20962.00,2546.00,1389.00,21137.00,12449.00,675.00,5525.00,129653.00,62721.00,9062.00,5841.00,117944.00,53182.00,9432.00,53695.00,1634.00,24.00,60823.00,35293.00,-222.00,25238.00,30258.00,-5020.00,25457.00,943.00,2587.00
2018Q1,5606.00,154932.00,115604.00,1303.00,5688.00,21887.00,2701.00,1527.00,23569.00,14087.00,770.00,6138.00,131363.00,67362.00,8781.00,7694.00,115712.00,55955.00,11047.00,47497.00,1214.00,240.00,70843.00,14907.00,-8.00,55836.00,30598.00,25237.00,55741.00,230.00,4152.00
2018Q2,5542.00,161925.00,120488.00,1256.00,6311.00,22886.00,2644.00,1768.00,27803.00,16982.00,964.00,7009.00,134122.00,67997.00,8892.00,7538.00,113432.00,54544.00,11013.00,46666.00,1209.00,176.00,77139.00,16786.00,-180.00,60114.00,37813.00,22302.00,60213.00,221.00,4103.00
2018Q3,5477.00,169022.00,125893.00,1318.00,6812.00,23508.00,2762.00,2052.00,31927.00,20161.00,1053.00,7460.00,137095.00,66627.00,9085.00,7193.00,113671.00,53982.00,11158.00,47267.00,1264.00,130.00,78318.00,16332.00,-39.00,61877.00,43843.00,18034.00,61883.00,198.00,3979.00
2018Q4,5406.00,176911.00,130783.00,1336.00,7193.00,24779.00,2918.00,3002.00,36733.00,23731.00,1323.00,8052.00,140178.00,64401.00,9058.00,4194.00,117773.00,53902.00,11467.00,51135.00,1269.00,-230.00,72514.00,13062.00,-40.00,59343.00,52824.00,6519.00,59654.00,389.00,3963.00
2019Q1,5362.00,179351.00,131618.00,1368.00,7070.00,25534.00,3242.00,3468.00,40090.00,26569.00,1505.00,8115.00,139261.00,65407.00,8540.00,10220.00,115293.00,57075.00,11402.00,45859.00,958.00,870.00,76365.00,15582.00,-8.00,60711.00,38649.00,22062.00,60083.00,214.00,3363.00
2019Q2,5303.00,180647.00,133373.00,1364.00,6222.00,25369.00,3432.00,3798.00,41635.00,28193.00,1636.00,7823.00,139012.00,66231.00,8962.00,8363.00,115095.00,56313.00,11418.00,46390.00,974.00,1121.00,78413.00,16016.00,176.00,62508.00,48651.00,13857.00,61492.00,208.00,3182.00
2019Q3,5258.00,180840.00,134222.00,1275.00,6157.00,24886.00,3490.00,3749.00,42080.00,29258.00,1673.00,7308.00,138760.00,69452.00,9281.00,7509.00,120088.00,56643.00,11767.00,48697.00,2982.00,-956.00,73291.00,15878.00,-2.00,57349.00,47770.00,9579.00,58168.00,228.00,3266.00
2019Q4,5177.00,173622.00,129832.00,1344.00,5003.00,24408.00,3345.00,2956.00,36877.00,25907.00,1314.00,6327.00,136745.00,66020.00,9269.00,7288.00,121778.00,56797.00,11752.00,51724.00,1506.00,2899.00,68959.00,14006.00,-3.00,54899.00,49223.00,5676.00,52631.00,393.00,2804.00
2020Q1,5116.00,169537.00,128181.00,1355.00,4215.00,23930.00,3199.00,2454.00,32240.00,22752.00,1103.00,5652.00,137297.00,66933.00,8970.00,7101.00,128920.00,58489.00,11794.00,49208.00,9430.00,1755.00,24369.00,5811.00,-26.00,18488.00,32684.00,-14196.00,17062.00,380.00,2239.00
2020Q2,5066.00,150183.00,117425.00,1296.00,1203.00,21948.00,2450.00,834.00,18750.00,13413.00,231.00,3869.00,131433.00,70766.00,6887.00,13963.00,122341.00,58999.00,11853.00,47923.00,3566.00,2503.00,20160.00,1570.00,-79.00,18467.00,14035.00,4432.00,16444.00,286.00,2625.00
2020Q3,5033.00,143223.00,114445.00,1227.00,999.00,19728.00,1205.00,744.00,14470.00,10454.00,181.00,2880.00,128753.00,72602.00,8016.00,7158.00,123656.00,60381.00,12077.00,49480.00,1717.00,2479.00,65719.00,14491.00,-5.00,51136.00,15828.00,35308.00,49299.00,240.00,2445.00
2020Q4,5002.00,143348.00,114734.00,1251.00,1005.00,19189.00,1932.00,708.00,11979.00,8510.00,97.00,2518.00,131368.00,70285.00,8384.00,6487.00,125772.00,60505.00,12721.00,50992.00,1555.00,1518.00,74181.00,14648.00,9.00,59480.00,21830.00,37650.00,58152.00,374.00,2868.00
2021Q1,4978.00,139769.00,111166.00,1212.00,1026.00,19430.00,1834.00,600.00,10046.00,7069.00,77.00,2174.00,129723.00,76794.00,8030.00,11057.00,124904.00,64694.00,12175.00,46975.00,1059.00,1395.00,97528.00,20684.00,0.00,76775.00,23880.00,52895.00,75711.00,192.00,3715.00
2021Q2,4950.00,138558.00,109554.00,1165.00,1080.00,19823.00,1886.00,474.00,9299.00,6269.00,99.00,2248.00,129258.00,75764.00,8356.00,8012.00,126097.00,62350.00,11843.00,50915.00,989.00,735.00,90440.00,20045.00,28.00,70378.00,36570.00,33807.00,69812.00,204.00,3288.00
2021Q3,4914.00,143207.00,112537.00,1160.00,1419.00,20889.00,1979.00,574.00,8738.00,5768.00,101.00,2137.00,134469.00,75985.00,8850.00,7123.00,128084.00,62705.00,11959.00,52470.00,951.00,338.00,87935.00,18391.00,3.00,69492.00,54700.00,14792.00,69266.00,206.00,3271.00
2021Q4,4839.00,145382.00,113252.00,1128.00,1463.00,22050.00,2022.00,723.00,8327.00,5447.00,81.00,2027.00,137055.00,72600.00,8881.00,7279.00,133450.00,63879.00,12311.00,56299.00,961.00,574.00,77510.00,13628.00,16.00,63864.00,41499.00,22365.00,63416.00,389.00,2524.00
2022Q1,4796.00,146492.00,111514.00,1102.00,1833.00,24202.00,2105.00,859.00,8462.00,5335.00,126.00,2083.00,138030.00,76652.00,8776.00,10765.00,133868.00,66563.00,12010.00,54214.00,1081.00,-588.00,75013.00,15207.00,0.00,59750.00,28908.00,30842.00,60286.00,269.00,1792.00
2022Q2,4771.00,164977.00,121235.00,1086.00,5316.00,27434.00,2374.00,1518.00,13851.00,8759.00,506.00,2994.00,151126.00,76883.00,8700.00,10271.00,134830.00,64902.00,11846.00,57120.00,963.00,-307.00,81795.00,17074.00,-249.00,64410.00,29026.00,35384.00,64974.00,233.00,2311.00
2022Q3,4746.00,202692.00,143571.00,1131.00,12457.00,31178.00,2989.00,3609.00,34072.00,22988.00,1505.00,5781.00,168620.00,76788.00,8168.00,12883.00,138843.00,66262.00,11944.00,59640.00,997.00,-1318.00,90593.00,18856.00,-11.00,71661.00,37874.00,33787.00,72797.00,169.00,2978.00
2022Q4,4706.00,242249.00,166549.00,1251.00,17881.00,36060.00,3751.00,6325.00,61939.00,41945.00,2804.00,10289.00,180311.00,62940.00,7609.00,9874.00,135912.00,66453.00,12455.00,55669.00,1334.00,-1742.00,84794.00,16542.00,28.00,68215.00,57165.00,11050.00,69859.00,281.00,3279.00
2023Q1,4672.00,261352.00,175749.00,1246.00,23109.00,37954.00,4201.00,7788.00,85612.00,58921.00,4233.00,13408.00,175740.00,85968.00,7410.00,17710.00,141333.00,70520.00,11998.00,56236.00,2579.00,-2176.00,97460.00,17582.00,5.00,79786.00,44245.00,35541.00,81700.00,212.00,3117.00
2023Q2,4645.00,283193.00,188079.00,1322.00,28723.00,38320.00,4950.00,9318.00,108862.00,73833.00,6741.00,17580.00,174330.00,78183.00,7592.00,13762.00,141901.00,68309.00,11864.00,60159.00,1568.00,-1239.00,87918.00,17016.00,0.00,70771.00,50999.00,19773.00,71939.00,239.00,2429.00
2023Q3,4614.00,298618.00,198807.00,1366.00,30016.00,39774.00,5393.00,10168.00,123391.00,87151.00,6942.00,17269.00,175226.00,74090.00,7613.00,13239.00,140921.00,68427.00,12190.00,58504.00,1800.00,-4241.00,84644.00,16220.00,48.00,68385.00,45827.00,22558.00,71798.00,311.00,1709.00
2023Q4,4587.00,309970.00,205038.00,1485.00,32202.00,41139.00,5631.00,11201.00,135372.00,96440.00,7821.00,17845.00,174598.00,67602.00,7689.00,11745.00,167559.00,68399.00,12638.00,78921.00,7601.00,-3848.00,46117.00,8455.00,825.00,38392.00,72239.00,-33847.00,40841.00,499.00,1468.00
